bbg_ticker,csv_filename,pair,region,onshore_offshore,category,tenor,field,in_data,n_rows,first_date,last_date
TBSWHF Curncy,TBSWHF Curncy.csv,USDTHB,EM_ASIA,offshore,RATE_OIS_THB_OFFSHORE,6M,close,True,1034,2022-04-26,2026-05-15
TBSWHI Curncy,TBSWHI Curncy.csv,USDTHB,EM_ASIA,offshore,RATE_OIS_THB_OFFSHORE,9M,close,True,1023,2022-04-26,2026-05-15
TBSWH1 Curncy,TBSWH1 Curncy.csv,USDTHB,EM_ASIA,offshore,RATE_OIS_THB_OFFSHORE,1Y,close,True,1027,2022-04-27,2026-05-15
TBSWH2 Curncy,TBSWH2 Curncy.csv,USDTHB,EM_ASIA,offshore,RATE_OIS_THB_OFFSHORE,2Y,close,True,1028,2022-04-26,2026-05-15
TBSWH5 Curncy,TBSWH5 Curncy.csv,USDTHB,EM_ASIA,offshore,RATE_OIS_THB_OFFSHORE,5Y,close,True,1034,2022-04-26,2026-05-15
TBSWH7 Curncy,TBSWH7 Curncy.csv,USDTHB,EM_ASIA,offshore,RATE_OIS_THB_OFFSHORE,7Y,close,True,1029,2022-04-26,2026-05-15
TBSWH10 Curncy,TBSWH10 Curncy.csv,USDTHB,EM_ASIA,offshore,RATE_OIS_THB_OFFSHORE,10Y,close,True,1028,2022-04-26,2026-05-15
GVTL2YR Index,GVTL2YR Index.csv,USDTHB,EM_ASIA,,RATE_GOVT_THB,2Y,close,True,2432,2016-01-04,2026-05-15
GVTL5YR Index,GVTL5YR Index.csv,USDTHB,EM_ASIA,,RATE_GOVT_THB,5Y,close,True,2450,2016-01-04,2026-05-15
GVTL7YR Index,GVTL7YR Index.csv,USDTHB,EM_ASIA,,RATE_GOVT_THB,7Y,close,True,1713,2016-01-04,2026-05-15
GVTL10YR Index,GVTL10YR Index.csv,USDTHB,EM_ASIA,,RATE_GOVT_THB,10Y,close,True,2434,2016-01-04,2026-05-15
HKD Curncy,HKD Curncy.csv,USDHKD,EM_ASIA,,SPOT,,open,True,2704,2016-01-01,2026-05-15
HKD1W BGN Curncy,HKD1W BGN Curncy.csv,USDHKD,EM_ASIA,,FWD_POINTS,1W,close,True,2706,2016-01-01,2026-05-15
HKD1M BGN Curncy,HKD1M BGN Curncy.csv,USDHKD,EM_ASIA,,FWD_POINTS,1M,close,True,2705,2016-01-01,2026-05-15
HKD2M BGN Curncy,HKD2M BGN Curncy.csv,USDHKD,EM_ASIA,,FWD_POINTS,2M,close,True,2706,2016-01-01,2026-05-15
HKD3M BGN Curncy,HKD3M BGN Curncy.csv,USDHKD,EM_ASIA,,FWD_POINTS,3M,close,True,2705,2016-01-01,2026-05-15
HKD6M BGN Curncy,HKD6M BGN Curncy.csv,USDHKD,EM_ASIA,,FWD_POINTS,6M,close,True,2704,2016-01-01,2026-05-15
HKD9M BGN Curncy,HKD9M BGN Curncy.csv,USDHKD,EM_ASIA,,FWD_POINTS,9M,close,True,2706,2016-01-01,2026-05-15
HKD12M BGN Curncy,HKD12M BGN Curncy.csv,USDHKD,EM_ASIA,,FWD_POINTS,12M,close,True,2703,2016-01-01,2026-05-15
USDHKDV1W BGN Curncy,USDHKDV1W BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
USDHKD25R1W BGN Curncy,USDHKD25R1W BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDHKD25B1W BGN Curncy,USDHKD25B1W BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_25D,1W,close,True,2705,2016-01-01,2026-05-15
USDHKD10R1W BGN Curncy,USDHKD10R1W BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDHKD10B1W BGN Curncy,USDHKD10B1W BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_10D,1W,close,True,2705,2016-01-01,2026-05-15
USDHKDV1M BGN Curncy,USDHKDV1M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDHKD25R1M BGN Curncy,USDHKD25R1M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDHKD25B1M BGN Curncy,USDHKD25B1M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDHKD10R1M BGN Curncy,USDHKD10R1M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDHKD10B1M BGN Curncy,USDHKD10B1M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDHKDV2M BGN Curncy,USDHKDV2M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDHKD25R2M BGN Curncy,USDHKD25R2M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDHKD25B2M BGN Curncy,USDHKD25B2M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDHKD10R2M BGN Curncy,USDHKD10R2M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDHKD10B2M BGN Curncy,USDHKD10B2M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDHKDV3M BGN Curncy,USDHKDV3M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDHKD25R3M BGN Curncy,USDHKD25R3M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDHKD25B3M BGN Curncy,USDHKD25B3M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDHKD10R3M BGN Curncy,USDHKD10R3M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDHKD10B3M BGN Curncy,USDHKD10B3M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDHKDV6M BGN Curncy,USDHKDV6M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDHKD25R6M BGN Curncy,USDHKD25R6M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDHKD25B6M BGN Curncy,USDHKD25B6M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDHKD10R6M BGN Curncy,USDHKD10R6M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDHKD10B6M BGN Curncy,USDHKD10B6M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDHKDV9M BGN Curncy,USDHKDV9M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDHKD25R9M BGN Curncy,USDHKD25R9M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDHKD25B9M BGN Curncy,USDHKD25B9M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDHKD10R9M BGN Curncy,USDHKD10R9M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDHKD10B9M BGN Curncy,USDHKD10B9M BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDHKDV1Y BGN Curncy,USDHKDV1Y BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDHKD25R1Y BGN Curncy,USDHKD25R1Y BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDHKD25B1Y BGN Curncy,USDHKD25B1Y BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDHKD10R1Y BGN Curncy,USDHKD10R1Y BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_RR_10D,1Y,close,True,2706,2016-01-01,2026-05-15
USDHKD10B1Y BGN Curncy,USDHKD10B1Y BGN Curncy.csv,USDHKD,EM_ASIA,,VOL_BF_10D,1Y,close,True,2706,2016-01-01,2026-05-15
HIHD03M Index,HIHD03M Index.csv,USDHKD,EM_ASIA,,RATE_IRS_HKD,ON,close,True,2545,2016-01-04,2026-05-15
HDSWF Curncy,HDSWF Curncy.csv,USDHKD,EM_ASIA,,RATE_IRS_HKD,6M,close,True,2687,2016-01-01,2026-05-15
HDSWI Curncy,HDSWI Curncy.csv,USDHKD,EM_ASIA,,RATE_IRS_HKD,9M,close,True,2693,2016-01-01,2026-05-15
HDSW1 Curncy,HDSW1 Curncy.csv,USDHKD,EM_ASIA,,RATE_IRS_HKD,1Y,close,True,2687,2016-01-01,2026-05-15
HDSW2 Curncy,HDSW2 Curncy.csv,USDHKD,EM_ASIA,,RATE_IRS_HKD,2Y,close,True,2689,2016-01-04,2026-05-15
HDSW5 Curncy,HDSW5 Curncy.csv,USDHKD,EM_ASIA,,RATE_IRS_HKD,5Y,close,True,2672,2016-01-04,2026-05-15
HDSW7 Curncy,HDSW7 Curncy.csv,USDHKD,EM_ASIA,,RATE_IRS_HKD,7Y,close,True,2658,2016-01-04,2026-05-15
HDSW10 Curncy,HDSW10 Curncy.csv,USDHKD,EM_ASIA,,RATE_IRS_HKD,10Y,close,True,2666,2016-01-04,2026-05-15
HKGG2Y Index,HKGG2Y Index.csv,USDHKD,EM_ASIA,,RATE_GOVT_HKD,2Y,close,True,1471,2016-01-05,2026-02-26
HKGG5Y Index,HKGG5Y Index.csv,USDHKD,EM_ASIA,,RATE_GOVT_HKD,5Y,close,True,1636,2016-01-04,2025-11-04
SGD Curncy,SGD Curncy.csv,USDSGD,EM_ASIA,,SPOT,,open,True,2704,2016-01-01,2026-05-15
SGD1W BGN Curncy,SGD1W BGN Curncy.csv,USDSGD,EM_ASIA,,FWD_POINTS,1W,close,True,2704,2016-01-01,2026-05-15
SGD1M BGN Curncy,SGD1M BGN Curncy.csv,USDSGD,EM_ASIA,,FWD_POINTS,1M,close,True,2695,2016-01-01,2026-05-15
SGD2M BGN Curncy,SGD2M BGN Curncy.csv,USDSGD,EM_ASIA,,FWD_POINTS,2M,close,True,2706,2016-01-01,2026-05-15
SGD3M BGN Curncy,SGD3M BGN Curncy.csv,USDSGD,EM_ASIA,,FWD_POINTS,3M,close,True,2705,2016-01-01,2026-05-15
SGD6M BGN Curncy,SGD6M BGN Curncy.csv,USDSGD,EM_ASIA,,FWD_POINTS,6M,close,True,2694,2016-01-01,2026-05-15
SGD9M BGN Curncy,SGD9M BGN Curncy.csv,USDSGD,EM_ASIA,,FWD_POINTS,9M,close,True,2699,2016-01-01,2026-05-15
SGD12M BGN Curncy,SGD12M BGN Curncy.csv,USDSGD,EM_ASIA,,FWD_POINTS,12M,close,True,2706,2016-01-01,2026-05-15
USDSGDV1W BGN Curncy,USDSGDV1W BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
USDSGD25R1W BGN Curncy,USDSGD25R1W BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDSGD25B1W BGN Curncy,USDSGD25B1W BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDSGD10R1W BGN Curncy,USDSGD10R1W BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDSGD10B1W BGN Curncy,USDSGD10B1W BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDSGDV1M BGN Curncy,USDSGDV1M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDSGD25R1M BGN Curncy,USDSGD25R1M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDSGD25B1M BGN Curncy,USDSGD25B1M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDSGD10R1M BGN Curncy,USDSGD10R1M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDSGD10B1M BGN Curncy,USDSGD10B1M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDSGDV2M BGN Curncy,USDSGDV2M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDSGD25R2M BGN Curncy,USDSGD25R2M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDSGD25B2M BGN Curncy,USDSGD25B2M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDSGD10R2M BGN Curncy,USDSGD10R2M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDSGD10B2M BGN Curncy,USDSGD10B2M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDSGDV3M BGN Curncy,USDSGDV3M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDSGD25R3M BGN Curncy,USDSGD25R3M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDSGD25B3M BGN Curncy,USDSGD25B3M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDSGD10R3M BGN Curncy,USDSGD10R3M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDSGD10B3M BGN Curncy,USDSGD10B3M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDSGDV6M BGN Curncy,USDSGDV6M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDSGD25R6M BGN Curncy,USDSGD25R6M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDSGD25B6M BGN Curncy,USDSGD25B6M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDSGD10R6M BGN Curncy,USDSGD10R6M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDSGD10B6M BGN Curncy,USDSGD10B6M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDSGDV9M BGN Curncy,USDSGDV9M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDSGD25R9M BGN Curncy,USDSGD25R9M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDSGD25B9M BGN Curncy,USDSGD25B9M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDSGD10R9M BGN Curncy,USDSGD10R9M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDSGD10B9M BGN Curncy,USDSGD10B9M BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDSGDV1Y BGN Curncy,USDSGDV1Y BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDSGD25R1Y BGN Curncy,USDSGD25R1Y BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDSGD25B1Y BGN Curncy,USDSGD25B1Y BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDSGD10R1Y BGN Curncy,USDSGD10R1Y BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_RR_10D,1Y,close,True,2706,2016-01-01,2026-05-15
USDSGD10B1Y BGN Curncy,USDSGD10B1Y BGN Curncy.csv,USDSGD,EM_ASIA,,VOL_BF_10D,1Y,close,True,2706,2016-01-01,2026-05-15
SIBCSORA Index,SIBCSORA Index.csv,USDSGD,EM_ASIA,,RATE_OIS_SGD,ON,close,True,2602,2016-01-04,2026-05-14
SDSOAA Curncy,SDSOAA Curncy.csv,USDSGD,EM_ASIA,,RATE_OIS_SGD,1M,close,True,1564,2020-05-07,2026-05-15
SDSOAB Curncy,SDSOAB Curncy.csv,USDSGD,EM_ASIA,,RATE_OIS_SGD,2M,close,True,1562,2020-05-07,2026-05-15
SDSOAC Curncy,SDSOAC Curncy.csv,USDSGD,EM_ASIA,,RATE_OIS_SGD,3M,close,True,1561,2020-05-07,2026-05-15
SDSOAF Curncy,SDSOAF Curncy.csv,USDSGD,EM_ASIA,,RATE_OIS_SGD,6M,close,True,1560,2020-05-07,2026-05-15
SDSOAI Curncy,SDSOAI Curncy.csv,USDSGD,EM_ASIA,,RATE_OIS_SGD,9M,close,True,1547,2020-05-08,2026-05-15
SDSOA1 Curncy,SDSOA1 Curncy.csv,USDSGD,EM_ASIA,,RATE_OIS_SGD,1Y,close,True,1566,2020-05-05,2026-05-15
SDSOA2 Curncy,SDSOA2 Curncy.csv,USDSGD,EM_ASIA,,RATE_OIS_SGD,2Y,close,True,1565,2020-05-06,2026-05-15
SDSOA5 Curncy,SDSOA5 Curncy.csv,USDSGD,EM_ASIA,,RATE_OIS_SGD,5Y,close,True,1565,2020-05-06,2026-05-15
SDSOA7 Curncy,SDSOA7 Curncy.csv,USDSGD,EM_ASIA,,RATE_OIS_SGD,7Y,close,True,1566,2020-05-06,2026-05-15
SDSOA10 Curncy,SDSOA10 Curncy.csv,USDSGD,EM_ASIA,,RATE_OIS_SGD,10Y,close,True,1564,2020-05-06,2026-05-15
MASB2Y Index,MASB2Y Index.csv,USDSGD,EM_ASIA,,RATE_GOVT_SGD,2Y,close,True,2601,2016-01-04,2026-05-15
MASB5Y Index,MASB5Y Index.csv,USDSGD,EM_ASIA,,RATE_GOVT_SGD,5Y,close,True,2602,2016-01-04,2026-05-15
MASB7Y Index,MASB7Y Index.csv,USDSGD,EM_ASIA,,RATE_GOVT_SGD,7Y,close,True,0,,
MASB10Y Index,MASB10Y Index.csv,USDSGD,EM_ASIA,,RATE_GOVT_SGD,10Y,close,True,2604,2016-01-04,2026-05-15
MYR Curncy,MYR Curncy.csv,USDMYR,EM_ASIA,,SPOT,,open,True,2542,2016-01-01,2026-05-15
MRO1W BGN Curncy,MRO1W BGN Curncy.csv,USDMYR,EM_ASIA,onshore,FWD_POINTS,1W,close,True,2548,2016-01-04,2026-05-15
MRN1W BGN Curncy,MRN1W BGN Curncy.csv,USDMYR,EM_ASIA,offshore,FWD_POINTS,1W,close,True,2681,2016-01-01,2026-05-15
MRO1M BGN Curncy,MRO1M BGN Curncy.csv,USDMYR,EM_ASIA,onshore,FWD_POINTS,1M,close,True,2465,2016-01-04,2026-05-15
MRN1M BGN Curncy,MRN1M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,FWD_POINTS,1M,close,True,2699,2016-01-01,2026-05-15
MRO2M BGN Curncy,MRO2M BGN Curncy.csv,USDMYR,EM_ASIA,onshore,FWD_POINTS,2M,close,True,2542,2016-01-04,2026-05-15
MRN2M BGN Curncy,MRN2M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,FWD_POINTS,2M,close,True,2698,2016-01-01,2026-05-15
MRO3M BGN Curncy,MRO3M BGN Curncy.csv,USDMYR,EM_ASIA,onshore,FWD_POINTS,3M,close,True,2544,2016-01-04,2026-05-15
MRN3M BGN Curncy,MRN3M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,FWD_POINTS,3M,close,True,2698,2016-01-01,2026-05-15
MRO6M BGN Curncy,MRO6M BGN Curncy.csv,USDMYR,EM_ASIA,onshore,FWD_POINTS,6M,close,True,2488,2016-01-04,2026-05-15
MRN6M BGN Curncy,MRN6M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,FWD_POINTS,6M,close,True,2682,2016-01-01,2026-05-15
MRO9M BGN Curncy,MRO9M BGN Curncy.csv,USDMYR,EM_ASIA,onshore,FWD_POINTS,9M,close,True,2424,2016-01-04,2026-05-15
MRN9M BGN Curncy,MRN9M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,FWD_POINTS,9M,close,True,2666,2016-01-01,2026-05-15
MRO12M BGN Curncy,MRO12M BGN Curncy.csv,USDMYR,EM_ASIA,onshore,FWD_POINTS,12M,close,True,2521,2016-01-04,2026-05-15
MRN12M BGN Curncy,MRN12M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,FWD_POINTS,12M,close,True,2668,2016-01-04,2026-05-15
USDMYROV1W BGN Curncy,USDMYROV1W BGN Curncy.csv,USDMYR,EM_ASIA,onshore,VOL_ATM,1W,close,True,2554,2016-01-04,2026-05-15
USDMYROV1M BGN Curncy,USDMYROV1M BGN Curncy.csv,USDMYR,EM_ASIA,onshore,VOL_ATM,1M,close,True,2554,2016-01-04,2026-05-15
USDMYROV2M BGN Curncy,USDMYROV2M BGN Curncy.csv,USDMYR,EM_ASIA,onshore,VOL_ATM,2M,close,True,2554,2016-01-04,2026-05-15
USDMYROV3M BGN Curncy,USDMYROV3M BGN Curncy.csv,USDMYR,EM_ASIA,onshore,VOL_ATM,3M,close,True,2554,2016-01-04,2026-05-15
USDMYROV6M BGN Curncy,USDMYROV6M BGN Curncy.csv,USDMYR,EM_ASIA,onshore,VOL_ATM,6M,close,True,2554,2016-01-04,2026-05-15
USDMYROV9M BGN Curncy,USDMYROV9M BGN Curncy.csv,USDMYR,EM_ASIA,onshore,VOL_ATM,9M,close,True,2554,2016-01-04,2026-05-15
USDMYROV1Y BGN Curncy,USDMYROV1Y BGN Curncy.csv,USDMYR,EM_ASIA,onshore,VOL_ATM,1Y,close,True,2554,2016-01-04,2026-05-15
USDMYRV1W BGN Curncy,USDMYRV1W BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_ATM,1W,close,True,2704,2016-01-01,2026-05-15
USDMYR25R1W BGN Curncy,USDMYR25R1W BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_25D,1W,close,True,2704,2016-01-01,2026-05-15
USDMYR25B1W BGN Curncy,USDMYR25B1W BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_25D,1W,close,True,2704,2016-01-01,2026-05-15
USDMYR10R1W BGN Curncy,USDMYR10R1W BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_10D,1W,close,True,2704,2016-01-01,2026-05-15
USDMYR10B1W BGN Curncy,USDMYR10B1W BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_10D,1W,close,True,2704,2016-01-01,2026-05-15
USDMYRV1M BGN Curncy,USDMYRV1M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_ATM,1M,close,True,2705,2016-01-01,2026-05-15
USDMYR25R1M BGN Curncy,USDMYR25R1M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_25D,1M,close,True,2703,2016-01-01,2026-05-15
USDMYR25B1M BGN Curncy,USDMYR25B1M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_25D,1M,close,True,2704,2016-01-01,2026-05-15
USDMYR10R1M BGN Curncy,USDMYR10R1M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_10D,1M,close,True,2704,2016-01-01,2026-05-15
USDMYR10B1M BGN Curncy,USDMYR10B1M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_10D,1M,close,True,2704,2016-01-01,2026-05-15
USDMYRV2M BGN Curncy,USDMYRV2M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_ATM,2M,close,True,2704,2016-01-01,2026-05-15
USDMYR25R2M BGN Curncy,USDMYR25R2M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_25D,2M,close,True,2704,2016-01-01,2026-05-15
USDMYR25B2M BGN Curncy,USDMYR25B2M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_25D,2M,close,True,2704,2016-01-01,2026-05-15
USDMYR10R2M BGN Curncy,USDMYR10R2M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_10D,2M,close,True,2704,2016-01-01,2026-05-15
USDMYR10B2M BGN Curncy,USDMYR10B2M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_10D,2M,close,True,2704,2016-01-01,2026-05-15
USDMYRV3M BGN Curncy,USDMYRV3M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_ATM,3M,close,True,2704,2016-01-01,2026-05-15
USDMYR25R3M BGN Curncy,USDMYR25R3M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_25D,3M,close,True,2704,2016-01-01,2026-05-15
USDMYR25B3M BGN Curncy,USDMYR25B3M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_25D,3M,close,True,2704,2016-01-01,2026-05-15
USDMYR10R3M BGN Curncy,USDMYR10R3M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_10D,3M,close,True,2704,2016-01-01,2026-05-15
USDMYR10B3M BGN Curncy,USDMYR10B3M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_10D,3M,close,True,2703,2016-01-01,2026-05-15
USDMYRV6M BGN Curncy,USDMYRV6M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_ATM,6M,close,True,2704,2016-01-01,2026-05-15
USDMYR25R6M BGN Curncy,USDMYR25R6M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_25D,6M,close,True,2704,2016-01-01,2026-05-15
USDMYR25B6M BGN Curncy,USDMYR25B6M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_BF_25D,6M,close,True,2704,2016-01-01,2026-05-15
USDMYR10R6M BGN Curncy,USDMYR10R6M BGN Curncy.csv,USDMYR,EM_ASIA,offshore,VOL_RR_10D,6M,close,True,2704,2016-01-01,2026-05-15
