bbg_ticker,csv_filename,pair,region,onshore_offshore,category,tenor,field,in_data,n_rows,first_date,last_date
USDCNH25R1W BGN Curncy,USDCNH25R1W BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDCNH25B1W BGN Curncy,USDCNH25B1W BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDCNH10R1W BGN Curncy,USDCNH10R1W BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDCNH10B1W BGN Curncy,USDCNH10B1W BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_10D,1W,close,True,2706,2016-01-01,2026-05-15
USDCNHV1M BGN Curncy,USDCNHV1M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDCNH25R1M BGN Curncy,USDCNH25R1M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDCNH25B1M BGN Curncy,USDCNH25B1M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDCNH10R1M BGN Curncy,USDCNH10R1M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDCNH10B1M BGN Curncy,USDCNH10B1M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_10D,1M,close,True,2706,2016-01-01,2026-05-15
USDCNHV2M BGN Curncy,USDCNHV2M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDCNH25R2M BGN Curncy,USDCNH25R2M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDCNH25B2M BGN Curncy,USDCNH25B2M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDCNH10R2M BGN Curncy,USDCNH10R2M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDCNH10B2M BGN Curncy,USDCNH10B2M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_10D,2M,close,True,2706,2016-01-01,2026-05-15
USDCNHV3M BGN Curncy,USDCNHV3M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDCNH25R3M BGN Curncy,USDCNH25R3M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDCNH25B3M BGN Curncy,USDCNH25B3M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDCNH10R3M BGN Curncy,USDCNH10R3M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDCNH10B3M BGN Curncy,USDCNH10B3M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_10D,3M,close,True,2706,2016-01-01,2026-05-15
USDCNHV6M BGN Curncy,USDCNHV6M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDCNH25R6M BGN Curncy,USDCNH25R6M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDCNH25B6M BGN Curncy,USDCNH25B6M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_25D,6M,close,True,2706,2016-01-01,2026-05-15
USDCNH10R6M BGN Curncy,USDCNH10R6M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDCNH10B6M BGN Curncy,USDCNH10B6M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_10D,6M,close,True,2706,2016-01-01,2026-05-15
USDCNHV9M BGN Curncy,USDCNHV9M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_ATM,9M,close,True,2706,2016-01-01,2026-05-15
USDCNH25R9M BGN Curncy,USDCNH25R9M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDCNH25B9M BGN Curncy,USDCNH25B9M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_25D,9M,close,True,2706,2016-01-01,2026-05-15
USDCNH10R9M BGN Curncy,USDCNH10R9M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDCNH10B9M BGN Curncy,USDCNH10B9M BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_10D,9M,close,True,2706,2016-01-01,2026-05-15
USDCNHV1Y BGN Curncy,USDCNHV1Y BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_ATM,1Y,close,True,2706,2016-01-01,2026-05-15
USDCNH25R1Y BGN Curncy,USDCNH25R1Y BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDCNH25B1Y BGN Curncy,USDCNH25B1Y BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_25D,1Y,close,True,2706,2016-01-01,2026-05-15
USDCNH10R1Y BGN Curncy,USDCNH10R1Y BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_RR_10D,1Y,close,True,2706,2016-01-01,2026-05-15
USDCNH10B1Y BGN Curncy,USDCNH10B1Y BGN Curncy.csv,USDCNH,EM_ASIA,,VOL_BF_10D,1Y,close,True,2706,2016-01-01,2026-05-15
CGSWHF Curncy,CGSWHF Curncy.csv,USDCNH,EM_ASIA,,RATE_IRS_CNH,6M,close,True,2377,2016-01-04,2026-05-15
CGSWHI Curncy,CGSWHI Curncy.csv,USDCNH,EM_ASIA,,RATE_IRS_CNH,9M,close,True,2239,2016-01-04,2026-05-15
CGSWH1 Curncy,CGSWH1 Curncy.csv,USDCNH,EM_ASIA,,RATE_IRS_CNH,1Y,close,True,2678,2016-01-01,2026-05-15
CGSWH2 Curncy,CGSWH2 Curncy.csv,USDCNH,EM_ASIA,,RATE_IRS_CNH,2Y,close,True,2437,2016-01-04,2026-05-15
CGSWH5 Curncy,CGSWH5 Curncy.csv,USDCNH,EM_ASIA,,RATE_IRS_CNH,5Y,close,True,2429,2016-01-04,2026-05-15
CGSWH7 Curncy,CGSWH7 Curncy.csv,USDCNH,EM_ASIA,,RATE_IRS_CNH,7Y,close,True,2111,2016-01-04,2026-05-15
CGSWH10 Curncy,CGSWH10 Curncy.csv,USDCNH,EM_ASIA,,RATE_IRS_CNH,10Y,close,True,2120,2016-01-04,2026-05-15
CNY Curncy,CNY Curncy.csv,USDCNY,EM_ASIA,,SPOT,,open,True,2516,2016-01-04,2026-05-15
CCSZ1W BGN Curncy,CCSZ1W BGN Curncy.csv,USDCNY,EM_ASIA,onshore,FWD_POINTS,1W,close,True,2576,2016-01-04,2026-05-15
CCN1W BGN Curncy,CCN1W BGN Curncy.csv,USDCNY,EM_ASIA,offshore,FWD_POINTS,1W,close,True,2686,2016-01-01,2026-05-15
CCSZ1M BGN Curncy,CCSZ1M BGN Curncy.csv,USDCNY,EM_ASIA,onshore,FWD_POINTS,1M,close,True,2517,2016-01-04,2026-05-15
CCN1M BGN Curncy,CCN1M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,FWD_POINTS,1M,close,True,2658,2016-01-04,2026-05-15
CCSZ2M BGN Curncy,CCSZ2M BGN Curncy.csv,USDCNY,EM_ASIA,onshore,FWD_POINTS,2M,close,True,2579,2016-01-04,2026-05-15
CCN2M BGN Curncy,CCN2M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,FWD_POINTS,2M,close,True,2687,2016-01-01,2026-05-15
CCSZ3M BGN Curncy,CCSZ3M BGN Curncy.csv,USDCNY,EM_ASIA,onshore,FWD_POINTS,3M,close,True,2540,2016-01-04,2026-05-15
CCN3M BGN Curncy,CCN3M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,FWD_POINTS,3M,close,True,2685,2016-01-01,2026-05-15
CCSZ6M BGN Curncy,CCSZ6M BGN Curncy.csv,USDCNY,EM_ASIA,onshore,FWD_POINTS,6M,close,True,2522,2016-01-04,2026-05-15
CCN6M BGN Curncy,CCN6M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,FWD_POINTS,6M,close,True,2683,2016-01-01,2026-05-15
CCSZ9M BGN Curncy,CCSZ9M BGN Curncy.csv,USDCNY,EM_ASIA,onshore,FWD_POINTS,9M,close,True,2532,2016-01-04,2026-05-15
CCN9M BGN Curncy,CCN9M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,FWD_POINTS,9M,close,True,2681,2016-01-01,2026-05-15
CCSZ12M BGN Curncy,CCSZ12M BGN Curncy.csv,USDCNY,EM_ASIA,onshore,FWD_POINTS,12M,close,True,2571,2016-01-04,2026-05-15
CCN12M BGN Curncy,CCN12M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,FWD_POINTS,12M,close,True,2684,2016-01-01,2026-05-15
USDCNYOV1W BGN Curncy,USDCNYOV1W BGN Curncy.csv,USDCNY,EM_ASIA,onshore,VOL_ATM,1W,close,True,2594,2016-01-04,2026-05-15
USDCNYOV1M BGN Curncy,USDCNYOV1M BGN Curncy.csv,USDCNY,EM_ASIA,onshore,VOL_ATM,1M,close,True,2594,2016-01-04,2026-05-15
USDCNYOV2M BGN Curncy,USDCNYOV2M BGN Curncy.csv,USDCNY,EM_ASIA,onshore,VOL_ATM,2M,close,True,2594,2016-01-04,2026-05-15
USDCNYOV3M BGN Curncy,USDCNYOV3M BGN Curncy.csv,USDCNY,EM_ASIA,onshore,VOL_ATM,3M,close,True,2594,2016-01-04,2026-05-15
USDCNYOV6M BGN Curncy,USDCNYOV6M BGN Curncy.csv,USDCNY,EM_ASIA,onshore,VOL_ATM,6M,close,True,2594,2016-01-04,2026-05-15
USDCNYOV9M BGN Curncy,USDCNYOV9M BGN Curncy.csv,USDCNY,EM_ASIA,onshore,VOL_ATM,9M,close,True,2594,2016-01-04,2026-05-15
USDCNYOV1Y BGN Curncy,USDCNYOV1Y BGN Curncy.csv,USDCNY,EM_ASIA,onshore,VOL_ATM,1Y,close,True,2594,2016-01-04,2026-05-15
USDCNYV1W BGN Curncy,USDCNYV1W BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_ATM,1W,close,True,2700,2016-01-01,2026-05-15
USDCNY25R1W BGN Curncy,USDCNY25R1W BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_25D,1W,close,True,2700,2016-01-01,2026-05-15
USDCNY25B1W BGN Curncy,USDCNY25B1W BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_25D,1W,close,True,2700,2016-01-01,2026-05-15
USDCNY10R1W BGN Curncy,USDCNY10R1W BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_10D,1W,close,True,2699,2016-01-01,2026-05-15
USDCNY10B1W BGN Curncy,USDCNY10B1W BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_10D,1W,close,True,2699,2016-01-01,2026-05-15
USDCNYV1M BGN Curncy,USDCNYV1M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_ATM,1M,close,True,2705,2016-01-01,2026-05-15
USDCNY25R1M BGN Curncy,USDCNY25R1M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_25D,1M,close,True,2705,2016-01-01,2026-05-15
USDCNY25B1M BGN Curncy,USDCNY25B1M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_25D,1M,close,True,2705,2016-01-01,2026-05-15
USDCNY10R1M BGN Curncy,USDCNY10R1M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_10D,1M,close,True,2705,2016-01-01,2026-05-15
USDCNY10B1M BGN Curncy,USDCNY10B1M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_10D,1M,close,True,2705,2016-01-01,2026-05-15
USDCNYV2M BGN Curncy,USDCNYV2M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_ATM,2M,close,True,2705,2016-01-01,2026-05-15
USDCNY25R2M BGN Curncy,USDCNY25R2M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_25D,2M,close,True,2705,2016-01-01,2026-05-15
USDCNY25B2M BGN Curncy,USDCNY25B2M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_25D,2M,close,True,2705,2016-01-01,2026-05-15
USDCNY10R2M BGN Curncy,USDCNY10R2M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_10D,2M,close,True,2705,2016-01-01,2026-05-15
USDCNY10B2M BGN Curncy,USDCNY10B2M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_10D,2M,close,True,2705,2016-01-01,2026-05-15
USDCNYV3M BGN Curncy,USDCNYV3M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_ATM,3M,close,True,2705,2016-01-01,2026-05-15
USDCNY25R3M BGN Curncy,USDCNY25R3M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_25D,3M,close,True,2705,2016-01-01,2026-05-15
USDCNY25B3M BGN Curncy,USDCNY25B3M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_25D,3M,close,True,2705,2016-01-01,2026-05-15
USDCNY10R3M BGN Curncy,USDCNY10R3M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_10D,3M,close,True,2705,2016-01-01,2026-05-15
USDCNY10B3M BGN Curncy,USDCNY10B3M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_10D,3M,close,True,2705,2016-01-01,2026-05-15
USDCNYV6M BGN Curncy,USDCNYV6M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_ATM,6M,close,True,2706,2016-01-01,2026-05-15
USDCNY25R6M BGN Curncy,USDCNY25R6M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_25D,6M,close,True,2705,2016-01-01,2026-05-15
USDCNY25B6M BGN Curncy,USDCNY25B6M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_25D,6M,close,True,2705,2016-01-01,2026-05-15
USDCNY10R6M BGN Curncy,USDCNY10R6M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_10D,6M,close,True,2705,2016-01-01,2026-05-15
USDCNY10B6M BGN Curncy,USDCNY10B6M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_10D,6M,close,True,2705,2016-01-01,2026-05-15
USDCNYV9M BGN Curncy,USDCNYV9M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_ATM,9M,close,True,2705,2016-01-01,2026-05-15
USDCNY25R9M BGN Curncy,USDCNY25R9M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_25D,9M,close,True,2705,2016-01-01,2026-05-15
USDCNY25B9M BGN Curncy,USDCNY25B9M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_25D,9M,close,True,2705,2016-01-01,2026-05-15
USDCNY10R9M BGN Curncy,USDCNY10R9M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_10D,9M,close,True,2705,2016-01-01,2026-05-15
USDCNY10B9M BGN Curncy,USDCNY10B9M BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_10D,9M,close,True,2705,2016-01-01,2026-05-15
USDCNYV1Y BGN Curncy,USDCNYV1Y BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_ATM,1Y,close,True,2705,2016-01-01,2026-05-15
USDCNY25R1Y BGN Curncy,USDCNY25R1Y BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_25D,1Y,close,True,2705,2016-01-01,2026-05-15
USDCNY25B1Y BGN Curncy,USDCNY25B1Y BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_25D,1Y,close,True,2705,2016-01-01,2026-05-15
USDCNY10R1Y BGN Curncy,USDCNY10R1Y BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_RR_10D,1Y,close,True,2705,2016-01-01,2026-05-15
USDCNY10B1Y BGN Curncy,USDCNY10B1Y BGN Curncy.csv,USDCNY,EM_ASIA,offshore,VOL_BF_10D,1Y,close,True,2705,2016-01-01,2026-05-15
CNRR007 Index,CNRR007 Index.csv,USDCNY,EM_ASIA,onshore,RATE_IRS_CNY_ONSHORE,ON,close,True,2584,2016-01-04,2026-05-15
CCSWOA Curncy,CCSWOA Curncy.csv,USDCNY,EM_ASIA,onshore,RATE_IRS_CNY_ONSHORE,1M,close,True,2122,2016-01-04,2026-05-15
CCSWOB Curncy,CCSWOB Curncy.csv,USDCNY,EM_ASIA,onshore,RATE_IRS_CNY_ONSHORE,2M,close,True,1234,2018-11-19,2026-05-15
CCSWOC Curncy,CCSWOC Curncy.csv,USDCNY,EM_ASIA,onshore,RATE_IRS_CNY_ONSHORE,3M,close,True,2175,2016-01-04,2026-05-15
CCSWOF Curncy,CCSWOF Curncy.csv,USDCNY,EM_ASIA,onshore,RATE_IRS_CNY_ONSHORE,6M,close,True,2438,2016-01-04,2026-05-15
CCSWOI Curncy,CCSWOI Curncy.csv,USDCNY,EM_ASIA,onshore,RATE_IRS_CNY_ONSHORE,9M,close,True,2439,2016-01-04,2026-05-15
CCSWO1 Curncy,CCSWO1 Curncy.csv,USDCNY,EM_ASIA,onshore,RATE_IRS_CNY_ONSHORE,1Y,close,True,2563,2016-01-04,2026-05-15
CCSWO2 Curncy,CCSWO2 Curncy.csv,USDCNY,EM_ASIA,onshore,RATE_IRS_CNY_ONSHORE,2Y,close,True,2548,2016-01-04,2026-05-15
CCSWO5 Curncy,CCSWO5 Curncy.csv,USDCNY,EM_ASIA,onshore,RATE_IRS_CNY_ONSHORE,5Y,close,True,2544,2016-01-04,2026-05-15
CCSWO7 Curncy,CCSWO7 Curncy.csv,USDCNY,EM_ASIA,onshore,RATE_IRS_CNY_ONSHORE,7Y,close,True,2518,2016-01-04,2026-05-15
CCSWO10 Curncy,CCSWO10 Curncy.csv,USDCNY,EM_ASIA,onshore,RATE_IRS_CNY_ONSHORE,10Y,close,True,2522,2016-01-04,2026-05-15
CCSWNIA Curncy,CCSWNIA Curncy.csv,USDCNY,EM_ASIA,offshore,RATE_IRS_CNY_OFFSHORE,1M,close,True,2434,2016-07-18,2026-05-15
CCSWNIC Curncy,CCSWNIC Curncy.csv,USDCNY,EM_ASIA,offshore,RATE_IRS_CNY_OFFSHORE,3M,close,True,2576,2016-01-04,2026-05-15
CCSWNIF Curncy,CCSWNIF Curncy.csv,USDCNY,EM_ASIA,offshore,RATE_IRS_CNY_OFFSHORE,6M,close,True,1711,2016-01-04,2026-05-15
CCSWNII Curncy,CCSWNII Curncy.csv,USDCNY,EM_ASIA,offshore,RATE_IRS_CNY_OFFSHORE,9M,close,True,2587,2016-01-04,2026-05-15
CCSWNI1 Curncy,CCSWNI1 Curncy.csv,USDCNY,EM_ASIA,offshore,RATE_IRS_CNY_OFFSHORE,1Y,close,True,2646,2016-01-01,2026-05-15
CCSWNI2 Curncy,CCSWNI2 Curncy.csv,USDCNY,EM_ASIA,offshore,RATE_IRS_CNY_OFFSHORE,2Y,close,True,2618,2016-01-01,2026-05-15
CCSWNI5 Curncy,CCSWNI5 Curncy.csv,USDCNY,EM_ASIA,offshore,RATE_IRS_CNY_OFFSHORE,5Y,close,True,2659,2016-01-01,2026-05-15
CCSWNI7 Curncy,CCSWNI7 Curncy.csv,USDCNY,EM_ASIA,offshore,RATE_IRS_CNY_OFFSHORE,7Y,close,True,2613,2016-01-01,2026-05-15
CCSWNI10 Curncy,CCSWNI10 Curncy.csv,USDCNY,EM_ASIA,offshore,RATE_IRS_CNY_OFFSHORE,10Y,close,True,2621,2016-01-01,2026-05-15
GCNY2YR Index,GCNY2YR Index.csv,USDCNY,EM_ASIA,,RATE_GOVT_CNY,2Y,close,True,1815,2016-01-05,2026-05-15
GCNY5YR Index,GCNY5YR Index.csv,USDCNY,EM_ASIA,,RATE_GOVT_CNY,5Y,close,True,2426,2016-01-18,2026-05-15
GCNY7YR Index,GCNY7YR Index.csv,USDCNY,EM_ASIA,,RATE_GOVT_CNY,7Y,close,True,2346,2016-01-05,2026-05-15
GCNY10YR Index,GCNY10YR Index.csv,USDCNY,EM_ASIA,,RATE_GOVT_CNY,10Y,close,True,2495,2016-01-05,2026-05-15
INR Curncy,INR Curncy.csv,USDINR,EM_ASIA,,SPOT,,open,True,2505,2016-01-01,2026-05-15
IRO1W BGN Curncy,IRO1W BGN Curncy.csv,USDINR,EM_ASIA,onshore,FWD_POINTS,1W,close,True,1661,2016-01-01,2026-05-15
IRN1W BGN Curncy,IRN1W BGN Curncy.csv,USDINR,EM_ASIA,offshore,FWD_POINTS,1W,close,True,2633,2016-01-04,2026-05-15
IRO1M BGN Curncy,IRO1M BGN Curncy.csv,USDINR,EM_ASIA,onshore,FWD_POINTS,1M,close,True,2464,2016-01-01,2026-05-15
IRN1M BGN Curncy,IRN1M BGN Curncy.csv,USDINR,EM_ASIA,offshore,FWD_POINTS,1M,close,True,2690,2016-01-01,2026-05-15
IRO2M BGN Curncy,IRO2M BGN Curncy.csv,USDINR,EM_ASIA,onshore,FWD_POINTS,2M,close,True,1493,2016-01-01,2026-05-15
IRN2M BGN Curncy,IRN2M BGN Curncy.csv,USDINR,EM_ASIA,offshore,FWD_POINTS,2M,close,True,2699,2016-01-01,2026-05-15
IRO3M BGN Curncy,IRO3M BGN Curncy.csv,USDINR,EM_ASIA,onshore,FWD_POINTS,3M,close,True,2466,2016-01-01,2026-05-15
IRN3M BGN Curncy,IRN3M BGN Curncy.csv,USDINR,EM_ASIA,offshore,FWD_POINTS,3M,close,True,2678,2016-01-04,2026-05-15
IRO6M BGN Curncy,IRO6M BGN Curncy.csv,USDINR,EM_ASIA,onshore,FWD_POINTS,6M,close,True,2471,2016-01-01,2026-05-15
IRN6M BGN Curncy,IRN6M BGN Curncy.csv,USDINR,EM_ASIA,offshore,FWD_POINTS,6M,close,True,2702,2016-01-01,2026-05-15
IRO9M BGN Curncy,IRO9M BGN Curncy.csv,USDINR,EM_ASIA,onshore,FWD_POINTS,9M,close,True,2572,2016-01-01,2026-05-15
IRN9M BGN Curncy,IRN9M BGN Curncy.csv,USDINR,EM_ASIA,offshore,FWD_POINTS,9M,close,True,2703,2016-01-01,2026-05-15
IRO12M BGN Curncy,IRO12M BGN Curncy.csv,USDINR,EM_ASIA,onshore,FWD_POINTS,12M,close,True,2495,2016-01-01,2026-05-15
IRN12M BGN Curncy,IRN12M BGN Curncy.csv,USDINR,EM_ASIA,offshore,FWD_POINTS,12M,close,True,2696,2016-01-01,2026-05-15
USDINROV1W BGN Curncy,USDINROV1W BGN Curncy.csv,USDINR,EM_ASIA,onshore,VOL_ATM,1W,close,True,2595,2016-01-01,2026-05-15
USDINROV1M BGN Curncy,USDINROV1M BGN Curncy.csv,USDINR,EM_ASIA,onshore,VOL_ATM,1M,close,True,2595,2016-01-01,2026-05-15
USDINROV2M BGN Curncy,USDINROV2M BGN Curncy.csv,USDINR,EM_ASIA,onshore,VOL_ATM,2M,close,True,2595,2016-01-01,2026-05-15
USDINROV3M BGN Curncy,USDINROV3M BGN Curncy.csv,USDINR,EM_ASIA,onshore,VOL_ATM,3M,close,True,2595,2016-01-01,2026-05-15
USDINROV6M BGN Curncy,USDINROV6M BGN Curncy.csv,USDINR,EM_ASIA,onshore,VOL_ATM,6M,close,True,2595,2016-01-01,2026-05-15
USDINROV9M BGN Curncy,USDINROV9M BGN Curncy.csv,USDINR,EM_ASIA,onshore,VOL_ATM,9M,close,True,2595,2016-01-01,2026-05-15
USDINROV1Y BGN Curncy,USDINROV1Y BGN Curncy.csv,USDINR,EM_ASIA,onshore,VOL_ATM,1Y,close,True,2595,2016-01-01,2026-05-15
USDINRV1W BGN Curncy,USDINRV1W BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_ATM,1W,close,True,2706,2016-01-01,2026-05-15
USDINR25R1W BGN Curncy,USDINR25R1W BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDINR25B1W BGN Curncy,USDINR25B1W BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_25D,1W,close,True,2706,2016-01-01,2026-05-15
USDINR10R1W BGN Curncy,USDINR10R1W BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_10D,1W,close,True,2677,2016-01-01,2026-05-15
USDINR10B1W BGN Curncy,USDINR10B1W BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_10D,1W,close,True,2677,2016-01-01,2026-05-15
USDINRV1M BGN Curncy,USDINRV1M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_ATM,1M,close,True,2706,2016-01-01,2026-05-15
USDINR25R1M BGN Curncy,USDINR25R1M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDINR25B1M BGN Curncy,USDINR25B1M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_25D,1M,close,True,2706,2016-01-01,2026-05-15
USDINR10R1M BGN Curncy,USDINR10R1M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_10D,1M,close,True,2697,2016-01-01,2026-05-15
USDINR10B1M BGN Curncy,USDINR10B1M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_10D,1M,close,True,2697,2016-01-01,2026-05-15
USDINRV2M BGN Curncy,USDINRV2M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_ATM,2M,close,True,2706,2016-01-01,2026-05-15
USDINR25R2M BGN Curncy,USDINR25R2M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDINR25B2M BGN Curncy,USDINR25B2M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_25D,2M,close,True,2706,2016-01-01,2026-05-15
USDINR10R2M BGN Curncy,USDINR10R2M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_10D,2M,close,True,2697,2016-01-01,2026-05-15
USDINR10B2M BGN Curncy,USDINR10B2M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_10D,2M,close,True,2697,2016-01-01,2026-05-15
USDINRV3M BGN Curncy,USDINRV3M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_ATM,3M,close,True,2706,2016-01-01,2026-05-15
USDINR25R3M BGN Curncy,USDINR25R3M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDINR25B3M BGN Curncy,USDINR25B3M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_25D,3M,close,True,2706,2016-01-01,2026-05-15
USDINR10R3M BGN Curncy,USDINR10R3M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_RR_10D,3M,close,True,2697,2016-01-01,2026-05-15
USDINR10B3M BGN Curncy,USDINR10B3M BGN Curncy.csv,USDINR,EM_ASIA,offshore,VOL_BF_10D,3M,close,True,2697,2016-01-01,2026-05-15
